4504,10125.016,10017.159,0.000,AE SD easement prop
4505,10127.586,10023.985,0.000,AE SD easement prop
4601,10006.299,9987.738,0.000,AF trestle caisson
4602,10002.335,9976.411,0.000,AF trestle caisson
4603,9998.372,9965.085,0.000,AF trestle caisson
4604,10012.530,9960.130,0.000,AF trestle caisson
4605,10016.493,9971.456,0.000,AF trestle caisson
4606,10020.457,9982.783,0.000,AF trestle caisson
4607,10037.447,9976.837,0.000,AF trestle caisson
4608,10033.483,9965.511,0.000,AF trestle caisson
4609,10029.520,9954.185,0.000,AF trestle caisson
4610,10046.509,9948.239,0.000,AF trestle caisson
4611,10050.473,9959.566,0.000,AF trestle caisson
4612,10054.437,9970.892,0.000,AF trestle caisson
4613,10057.588,9969.789,0.000,AF trestle caisson
4614,10054.303,9959.085,0.000,AF trestle caisson
4615,10058.298,9947.769,0.000,AF trestle caisson
4616,10075.271,9953.761,0.000,AF trestle caisson
4617,10071.276,9965.077,0.000,AF trestle caisson
4618,10068.946,9971.678,0.000,AF trestle caisson
4619,10085.254,9979.555,0.000,AF trestle caisson
4620,10088.250,9971.069,0.000,AF trestle caisson
4621,10091.246,9962.582,0.000,AF trestle caisson
4725,10087.046,9983.937,0.000,AG shoring caisson
4726,10091.832,9985.396,0.000,AG shoring caisson
4801,10000.036,9960.370,0.000,AH trestle offsets
4802,10001.700,9955.655,0.000,AH trestle offsets
4803,10011.531,9962.959,0.000,AH trestle offsets
4804,10010.533,9965.788,0.000,AH trestle offsets
4805,10017.492,9968.628,0.000,AH trestle offsets
4806,10018.491,9965.799,0.000,AH trestle offsets
4807,10028.521,9957.013,0.000,AH trestle offsets
4808,10027.522,9959.842,0.000,AH trestle offsets
4809,10034.482,9962.682,0.000,AH trestle offsets
4810,10035.480,9959.853,0.000,AH trestle offsets
4811,10043.180,9957.669,0.000,AH trestle offsets
4812,10041.516,9962.384,0.000,AH trestle offsets
4813,10054.969,9957.199,0.000,AH trestle offsets
4814,10053.304,9961.914,0.000,AH trestle offsets
4815,10086.253,9976.727,0.000,AH trestle offsets
4816,10087.251,9973.898,0.000,AH trestle offsets
4817,10089.249,9968.240,0.000,AH trestle offsets
4818,10090.247,9965.411,0.000,AH trestle offsets
4819,10089.281,9960.315,0.000,AH trestle offsets
4820,10087.316,9958.048,0.000,AH trestle offsets
4901,10114.990,10004.405,0.000,AI C series caisson
4902,10112.535,9998.272,0.000,AI C series caisson
4903,10110.325,9993.152,0.000,AI C series caisson
4904,10104.981,9989.639,0.000,AI C series caisson
4905,10106.548,9982.008,0.000,AI C series caisson
4906,10094.741,9972.765,0.000,AI C series caisson
4907,10088.578,9966.359,0.000,AI C series caisson
4908,10081.075,9961.115,0.000,AI C series caisson
4909,10073.191,9956.042,0.000,AI C series caisson
4910,10065.994,9953.494,0.000,AI C series caisson
4911,10058.453,9950.823,0.000,AI C series caisson
4912,10050.912,9948.153,0.000,AI C series caisson
4913,10043.371,9945.482,0.000,AI C series caisson
4914,10034.311,9942.274,0.000,AI C series caisson
4915,10023.575,9938.472,0.000,AI C series caisson
4916,10009.166,9920.455,0.000,AI C series caisson
4917,10016.956,9931.247,0.000,AI C series caisson
4918,9978.887,9921.383,0.000,AI C series caisson
4919,9990.538,9915.693,0.000,AI C series caisson
4920,9981.574,9932.348,0.000,AI C series caisson
4921,9986.615,9934.699,0.000,AI C series caisson
4922,9991.626,9936.195,0.000,AI C series caisson
4923,9996.788,9936.974,0.000,AI C series caisson
4924,10002.146,9937.009,0.000,AI C series caisson
4925,10007.379,9936.232,0.000,AI C series caisson
4926,10011.906,9933.746,0.000,AI C series caisson
4951,10064.038,9976.801,0.000,AI SC series caisson
4952,10069.380,9977.677,0.000,AI SC series caisson
4953,10075.285,9979.772,0.000,AI SC series caisson
4954,10081.632,9982.051,0.000,AI SC series caisson
4955,10087.046,9983.937,0.000,AI SC series caisson
4956,10091.832,9985.396,0.000,AI SC series caisson
4958,10096.164,9984.559,0.000,AI SC series caisson
4959,10097.992,9979.395,0.000,AI SC series caisson
5015,10039.140,9983.666,0.000,AJ shoring caisson
5016,10042.917,9982.348,0.000,AJ shoring caisson
5017,10046.694,9981.031,0.000,AJ shoring caisson
5018,10050.471,9979.713,0.000,AJ shoring caisson
5019,10054.248,9978.396,0.000,AJ shoring caisson
5020,10058.375,9977.226,0.000,AJ shoring caisson
5021,10063.964,9976.908,0.000,AJ shoring caisson
5022,10069.312,9977.785,0.000,AJ shoring caisson
5023,10075.220,9979.877,0.000,AJ shoring caisson
5024,10081.465,9982.089,0.000,AJ shoring caisson
5025,10087.003,9984.050,0.000,AJ shoring caisson
5026,10091.789,9985.513,0.000,AJ shoring caisson
5028,10096.378,9984.691,0.000,AJ shoring caisson
5029,10098.205,9979.530,0.000,AJ shoring caisson
5041,9980.664,9961.033,0.000,AJ gridline 2.3
5042,10004.933,9998.283,0.000,AJ gridline 2.3
5043,10000.781,9998.546,0.000,AJ gridline 3.4
5044,10025.195,9929.603,0.000,AJ gridline 3.4
5045,9959.220,9914.492,0.000,AJ gridline A.9
5046,10094.725,9962.477,0.000,AJ gridline A.9
5047,10098.670,9993.430,0.000,AJ gridline E.2
5048,10086.017,9957.192,0.000,AJ gridline E.2
5049,10091.601,9991.677,0.000,AJ gridline 7.9
5050,10098.009,9973.581,0.000,AJ gridline 7.9
5051,10105.044,10011.654,0.000,AJ gridline D.10
5052,10122.333,10005.617,0.000,AJ gridline D.10
5053,10104.571,9987.592,0.000,AJ gridline D.9
5054,9960.736,9936.658,0.000,AJ gridline D.9
5101,9997.369,9995.968,0.000,AK gridline N.2 at PL
5102,10070.008,9970.628,0.000,AK gridline N.2
5111,10001.644,9996.107,0.000,AK caisson SC5
5112,10003.647,9990.451,0.000,AK 6' OS to cen of caisson SC5
5201,9983.656,9969.414,0.000,AL SC series caisson
5202,9988.180,9976.285,0.000,AL SC series caisson
5203,9992.670,9983.178,0.000,AL SC series caisson
5204,9997.161,9990.070,0.000,AL SC series caisson
5205,10001.644,9996.107,0.000,AL SC series caisson
5206,10005.149,9995.525,0.000,AL SC series caisson
5207,10008.926,9994.207,0.000,AL SC series caisson
5208,10012.703,9992.888,0.000,AL SC series caisson
5209,10016.479,9991.571,0.000,AL SC series caisson
5210,10020.256,9990.253,0.000,AL SC series caisson
5211,10024.033,9988.936,0.000,AL SC series caisson
5212,10027.810,9987.618,0.000,AL SC series caisson
5213,10031.587,9986.301,0.000,AL SC series caisson
5214,10035.364,9984.983,0.000,AL SC series caisson
TR501.31,9879.812,9887.607,14.655,TR501
TR502.31,10246.287,9947.794,34.447,TR502
TR504.31,10170.744,9738.319,13.316,TR504
MP1.31,10104.378,10021.459,76.745,MP1
MP2.31,10096.155,9998.557,76.850,MP2
MP3.31,10066.509,9988.167,76.879,MP3
MP4.31,10018.713,10003.878,75.757,MP4
MP5A.31,9937.032,9923.388,26.713,MP5A
15029,10098.223,9979.497,51.396,5029
15028,10096.347,9984.702,52.695,5028
50530,10096.698,9989.067,53.606,D9 AS M 6-1-22
10009,10107.140,10015.189,68.502,SET TBM TW L FT FOR APEX
TR501.32,9879.814,9887.607,14.655,TR501
TR502.32,10246.288,9947.799,34.452,TR502
TR504.32,10170.744,9738.327,13.318,TR504
MP1.32,10104.379,10021.464,76.748,MP1
MP2.32,10096.159,9998.562,76.854,MP2
MP3.32,10066.512,9988.171,76.880,MP3
MP4.32,10018.717,10003.892,75.759,MP4
MP5.32,9928.424,9913.402,23.618,MP5
MP5A.32,9937.039,9923.392,26.713,MP5A
TR501.33,9879.812,9887.607,14.655,TR501
TR502.33,10246.289,9947.797,34.453,TR502
TR503.33,10123.438,9682.300,12.104,TR503
TR504.33,10170.746,9738.323,13.317,TR504
MP1.33,10104.378,10021.460,76.750,MP1
MP2.33,10096.152,9998.559,76.855,MP2
MP3.33,10066.509,9988.167,76.883,MP3
1MP5,9928.421,9913.393,23.613,MP5
MP5A.33,9937.035,9923.388,26.713,MP5A
TR501.34,9879.816,9887.608,14.653,TR501
TR502.34,10246.289,9947.799,34.451,TR502
TR504.34,10170.746,9738.322,13.314,TR504
MP2.34,10096.157,9998.559,76.853,MP2
MP3.34,10066.511,9988.166,76.878,MP3
MP5.34,9928.427,9913.396,23.611,MP5
MP5A.34,9937.039,9923.388,26.707,MP5A
TR501.35,9879.811,9887.607,14.651,TR501
TR502.35,10246.290,9947.800,34.451,TR502
TR504.35,10170.746,9738.326,13.314,TR504
MP2.35,10096.156,9998.558,76.853,MP2
MP3.35,10066.508,9988.168,76.879,MP3
MP5.35,9928.425,9913.395,23.611,MP5
MP5A.35,9937.037,9923.388,26.708,MP5A
TR501.36,9879.815,9887.607,14.647,TR501
TR502.36,10246.291,9947.798,34.448,TR502
TR504.36,10170.748,9738.326,13.312,TR504
MP1.36,10104.378,10021.459,76.745,MP1
MP2.36,10096.156,9998.556,76.849,MP2
MP3.36,10066.511,9988.167,76.878,MP3
MP4.36,10018.712,10003.882,75.754,MP4
MP5.36,9928.431,9913.397,23.609,MP5
MP5A.36,9937.042,9923.388,26.705,MP5A
TR501.37,9879.809,9887.607,14.660,TR501
TR502.37,10246.291,9947.800,34.451,TR502
TR504.37,10170.746,9738.319,13.317,TR504
MP2.37,10096.154,9998.559,76.853,MP2
MP3.37,10066.507,9988.168,76.879,MP3
MP5.37,9928.422,9913.393,23.611,MP5
MP5A.37,9937.034,9923.388,26.713,MP5A
TR501.38,9879.808,9887.607,14.654,TR501
TR502.38,10246.288,9947.801,34.452,TR502
TR503.38,10123.437,9682.299,12.103,TR503
TR504.38,10170.745,9738.323,13.317,TR504
MP1.38,10104.375,10021.463,76.746,MP1
MP2.38,10096.153,9998.558,76.851,MP2
MP3.38,10066.507,9988.168,76.879,MP3
MP5.38,9928.424,9913.396,23.611,MP5
MP5A.38,9937.035,9923.388,26.713,MP5A
TR501.39,9879.814,9887.607,14.650,TR501
TR502.39,10246.291,9947.797,34.447,TR502
TR503.39,10123.440,9682.298,12.097,TR503
TR504.39,10170.749,9738.318,13.314,TR504
MP1.39,10104.382,10021.461,76.744,MP1
MP2.39,10096.156,9998.559,76.849,MP2
MP3.39,10066.512,9988.170,76.876,MP3
